,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,MisconceptionName
2304,,,Solve the following calculation using stick multiplication,,,A,What is the answer to 32 x 4?,128,82,,,,1170.0,,,Confuses the order of the digits in stick multiplication
2305,,,Calculate the quotient of a given division.,,,A,What is the quotient of 123 divided by 4?,30 remainder 3,3 remainder 3,,,,1171.0,,,"When solving a problem using written division (bus-stop method), puts the dividend in the wrong place"
2306,,,Calculate the mean from grouped data,,,A,"The following table shows the heights of 50 students. Calculate the mean height of the students.

| Height (cm) | Frequency |
|---|---|
| 150 - 159 | 10 |
| 160 - 169 | 20 |
| 170 - 179 | 15 |
| 180 - 189 | 5 |",165.5 cm,164.5 cm,,,,1174.0,,,Believes the mean from grouped data is the sum of the midpoints divided by something
2307,,,A rectangular garden with a length of 8 meters and a width of 5 meters,,,A,What is the perimeter of the garden?,26 meters,22 meters,,,,1178.0,,,Does not count both edges when turning a corner when counting perimeter
2308,,,Express the following recurring decimals as fractions.,,,A,What is \(0.\dot{3}\dot{6}\) as a fraction in its simplest form?,\(\frac{4}{11}\),\(\frac{36}{100}\),,,,1182.0,,,"Believes only the decimal places with dots above them recur, not the whole string"
2309,,,Simplify the expression \( \frac{3}{\sqrt{5}} \),,,A,What is the simplified form of \( \frac{3}{\sqrt{5}} \) ?,\( \frac{3\sqrt{5}}{5} \),\( \frac{3}{5} \),,,,1185.0,,,"When rationalising the denominator, believes only the numerator or the denominator needs to be multiplied by the surd"
2310,,,Find the least common multiple (LCM) of 6 and 10,,,A,What is the LCM of 6 and 10?,30,16,,,,1189.0,,,Does not understand that adding on to a multiple can give you the next multiple
2311,,,Factorise a quadratic expression of the form \(ax^2 + bx + c\) where \(a \neq 1\),,,A,Factorise the following expression: \(3x^2 + 11x - 4\),$(3x-1)(x+4)$,$(3x+1)(x-4)$,,,,1191.0,,,Believes that the sign changes when factorising an expression into single brackets
2312,,,Construct an isosceles triangle with a base of 8cm and two equal sides of 6cm.,,,A,Calculate the size of each of the base angles in this isosceles triangle.,53.1 degrees,106.2 degrees,,,,1194.0,,,Forgets to halve when finding the missing base angles of an isosceles
2313,,,Calculate the percentage change in a quantity given the original and new values,,,A,"The price of a product was $100, and it has increased to $120. What is the percentage change in price?",20%,$20,,,,1195.0,,,Gives the change in value when asked for the percentage change
2314,,,"A histogram showing the heights of students in a class, with the frequency density on the y-axis and the height intervals on the x-axis",,,A,What is the total number of students in the class?,The sum of the areas of all the bars in the histogram,The sum of the heights of all the bars in the histogram,,,,1197.0,,,Confuses frequency and frequency density
2315,,,Identify pairs of angles formed by a transversal intersecting two parallel lines.,,,A,"In the diagram below, line \(AB\) is parallel to line \(CD\) and line \(EF\) is the transversal. Which pair of angles are co-interior angles? ![Diagram showing two parallel lines AB and CD, intersected by a transversal EF. The angles are labelled 1 to 8, with 1 and 5 being opposite each other.]()",Angles 3 and 6,Angles 2 and 8,,,,,,,Thinks that co-interior angles can lie on opposite sides of a transversal
2316,,,Calculate the range of a set of data,,,A,"Find the range of the following data set: 12, 18, 25, 15, 10, 17, 13",15,8,,,,1200.0,,,Finds the IQR rather than the range
2317,,,"A circle with center O and radius 5cm. Point A lies on the circumference of the circle, and angle AOB is 60 degrees.",,,A,What is the area of the sector AOB?,13.09 cm² (rounded to 2 decimal places),15.71 cm,,,,,,,Finds the arc length instead of the area of the sector
2318,,,"Construct a histogram to represent the following data:

| Number of Cars | Frequency |
|---|---|
| 0-4 | 5 |
| 5-9 | 10 |
| 10-14 | 8 |
| 15-19 | 2 |
| 20-24 | 1 |",,,A,What is the frequency of the group 5-9?,10,5,,,,1211.0,,,Believes number of squares in a bar gives frequency on a histogram
2319,,,"A triangle ABC with AB = 5cm, BC = 6cm, and AC = 7cm",,,A,What is the perpendicular height of the triangle from point A to side BC?,4.8cm (approx.),3.5cm,,,,1217.0,,,Assumes the perpendicular height of a triangle bisects the base
2320,,,Solve simultaneous equations by substitution,,,A,"Solve the following simultaneous equations: 
\(x + y = 5\)
\(2x - y = 4\)","\(x = 3, y = 2\)","\(x = 2, y = 3\)",,,,1219.0,,,Gives the value for the wrong variable when answering a simultaneous equation question
2321,,,"Identify numbers that are both odd and a multiple of 3, between 0 and 15.",,,A,"How many numbers are both odd and a multiple of 3, between 0 and 15?",3,2,,,,1220.0,,,Does not include zero when counting over zero
2322,,,Represent a decimal as a fraction in its simplest form,,,A,What is the simplest fractional form of the decimal 0.25?,1/4,1/25,,,,1221.0,,,Converts a decimal to a fraction by writing 1 over the digits of the decimal
2323,,,Simplify expressions involving indices,,,A,Simplify the following expression: \( (a^2b^3)^4 \),\( a^8b^{12} \),\( a^8b^3 \),,,,,,,Forgets that a number without an indice is to the power of 1
2324,,,Sets of numbers with specific properties,,,A,Which set contains all the numbers with the property that they are multiples of 3 and less than 10?,"{3, 6, 9}","{3, 6, 9, 12}",,,,1228.0,,,Believes sets are the same if the elements within them have a shared property
2325,,,"A pictogram showing the number of cars sold by a dealership each month, with a car symbol representing 5 cars.",,,A,Which month had the most cars sold?,June,August,,,,1232.0,,,"Thinks the longest bar has the highest frequency on a pictogram, even if the symbols aren't evenly spaced"
2326,,,A rectangular prism with dimensions 5 cm x 4 cm x 3 cm.,,,A,What is the total surface area of the prism?,94 cm²,74 cm²,,,,1236.0,,,Thinks the plan view is taken from an angle to include aspects of the side view and plan
2327,,,"A diagram showing two straight lines intersecting at a point, forming four angles. Label the angles 1, 2, 3 and 4, with angles 1 and 3 vertically opposite. Angle 1 is 75 degrees.",,,A,What is the size of angle 3?,75 degrees,105 degrees,,,,1238.0,,,Does not realise the lines at an intersection have to be straight in order to show vertically opposite angles
2328,,,Solve the cubic equation \(x^3 + 2x^2 - 5x - 6 = 0\),,,A,What is the shape of the graph of the cubic equation \(x^3 + 2x^2 - 5x - 6 = 0\)?,The graph is a curve with a shape similar to a stretched S,The graph is a parabola,,,,1239.0,,,Believes a cubic equation will have a quadratic graph
2329,,,Calculate the mean from a set of numbers,,,A,"What is the mean of the following numbers: 10, 15, 20, 25, 30?",18,10,,,,1241.0,,,Subtracts instead of divides when division is written as a fraction
2330,,,Identify pairs of similar triangles. The triangles may be rotated and/or reflected.,,,A,"Which of the following triangles is similar to triangle ABC? 

![Triangle ABC is a right-angled triangle with the right angle at C.  The side AB is labelled 10cm, the side BC is labelled 6cm and the side AC is labelled 8cm.]()

![Triangle DEF is a right-angled triangle with the right angle at F.  The side DE is labelled 5cm, the side EF is labelled 3cm and the side DF is labelled 4cm.]()

![Triangle GHI is a right-angled triangle with the right angle at I.  The side GH is labelled 4cm, the side HI is labelled 3cm and the side GI is labelled 5cm.]()",Triangle GHI,Triangle DEF,,,,1242.0,,,Does not recognise the similar shape as the shape has been rotated and the scale factor is less than 1
2331,,,Identify problems involving simple fractions and a whole number which require calculation of a whole number portion of a larger number,,,A,"A recipe for a cake uses 3/4 of a cup of flour. If you want to make a cake that is 3 times bigger, how much flour will you need?",2 and 1/4 cups,9/4 cups,,,,,,,Believes when given a fraction and an amount the question must be to find the fraction of the amount.
2332,,,Calculate the product of two numbers written in standard form,,,A,What is the product of \(2.3 \times 10^{-5}\) and \(5.1 \times 10^3\)?,\(1.173 \times 10^{-1}\),\(1.173 \times 10^{15}\),,,,1245.0,,,Believes a number written in standard form with a negative power creates a larger number than that with a positive power
2333,,,Calculate the sum of two fractions,,,A,What is the sum of \(\frac{2}{3}\) and \(\frac{1}{4}\)?,\(\frac{11}{12}\),\(\frac{3}{7}\),,,,1246.0,,,"When adding fractions, uses addition of the denominators as a common denominator"
2334,,,Simplify the algebraic term \(5a \times 3b\),,,A,What is the simplified form of \(5a \times 3b\)?,\(15ab\),\(15ba\),,,,,,,Assumes you cannot use the fact that multiplication is commutative when simplifying an algebraic term.
2335,,,"A bag contains 5 red marbles, 3 blue marbles and 2 green marbles.",,,A,"What is the probability of picking a green marble, given that you have already picked a red marble and not replaced it?",2/9,1/5,,,,,,,Believes 'given that you have already picked a red marble and not replaced it?' means 'what is the probability of picking a red marble?'
2336,,,Calculate the volume of a rectangular prism in cubic centimetres,,,A,"A rectangular prism has a length of 1 metre, a width of 50 centimetres, and a height of 20 centimetres. What is the volume of the prism in cubic centimetres?","100,000 cubic centimetres","10,000 cubic centimetres",,,,1253.0,,,"Thinks 1 cubic metre = 100,000 cubic centimetres"
2337,,,Solve for the value of \(x\) in the equation \(2x + 3y = 12\),,,A,What is a possible value of \(x\) when \(y = 2\)?,3,5,,,,1254.0,,,"Believes that if there are two unknowns in an equation, all integers must be possible solutions"
2338,,,Factorise the expression: \(6a^2b + 15ab^2\),,,A,What is the highest common factor of the expression?,\(3ab\),\(3b\),,,,1267.0,,,Identifies a number as a common factor but doesn't identify a letter as a common factor
2339,,,Perform long multiplication of two two-digit numbers,,,A,Calculate \(34 \times 27\),918,618,,,,,,,Thinks they start on the left when doing long multiplication
2340,,,Calculate the volume of a rectangular prism given its dimensions,,,A,"A rectangular prism has a length of 5 cm, a width of 3 cm, and a height of 2 cm. What is the volume of the prism?",30 cubic cm,10 cm,,,,1275.0,,,Does not relate integers and fractions
2341,,,"A line passes through the points (3, 5) and (7, 13).",,,A,What is the y-intercept of the line?,"(0, 1)","(0, 5)",,,,1276.0,,,"Believes that the y intercept is (0, y) where y is any y coordinate on the line"
2342,,,Construct an equilateral triangle with sides of length 6cm.,,,A,What is the length of the altitude of this equilateral triangle?,\(3\sqrt{3}\) cm,6 cm,,,,1279.0,,,Confuses right angle triangles and equilateral triangles
2343,,,"Triangle ABC is similar to triangle DEF. Triangle ABC has sides of length 3cm, 4cm and 5cm. Triangle DEF has a longest side of length 10cm.",,,A,What is the length of the shortest side of triangle DEF?,6cm,2cm,,,,1281.0,,,Does not understand that similar shapes and enlarged shapes will have the same size angles as the original
2344,,,Simplify the following expression:,,,A,3(2x + 5) + 4x,10x + 15,7x + 5,,,,1284.0,,,Thinks only like terms can be multiplied
2345,,,Draw the graph of a line with a gradient of 2 and a y-intercept of 3,,,A,What is the equation of the line you have drawn?,y = 2x + 3,y = 3,,,,1285.0,,,Believes a vertical line has equation y=
2346,,,"A bag contains 5 red balls, 3 green balls, and 2 blue balls.",,,A,What is the probability of picking a ball that is not red?,5/10,7/10,,,,1286.0,,,believes the complement of a set consists of anything that is not just in that set
2347,,,A square with sides of length 4 cm is enlarged by a scale factor of 3.,,,A,What is the area of the enlarged square?,144 cm<sup>2</sup>,48 cm<sup>2</sup>,,,,1289.0,,,Does not understand that the area of an enlarged shape is the area of the original multiplied by the square of the scale factor of the lengths.
2348,,,Construct a square and divide it into two congruent right-angled triangles,,,A,What is the size of each angle in one of the triangles?,45 degrees,90 degrees,,,,1296.0,,,Believes there are 90 degrees in a full turn
2349,,,A cake recipe requires 1 1/2 cups of flour. You only have 1/4 cup measuring cups.,,,A,How many 1/4 cup measuring cups of flour will you need to use for the cake recipe?,6,1 1/2,,,,1297.0,,,Believes you keep the divisor unchanged when dividing by a fraction
2350,,,Convert Roman numerals to Arabic numerals,,,A,What is the Arabic numeral equivalent of  MCMLXXXIX?,1989,1999,,,,1298.0,,,Thinks multiple letters can be subtracted at once in Roman numerals
2351,,,Calculate the area of a rectangle with a length of 10 cm and a width of 0.5 cm,,,A,What is the area of the rectangle?,5 cm²,50 cm²,,,,1299.0,,,Ignores the zero when multiplying
2352,,,"Determine the relationship between the number of workers and the time taken to complete a task, assuming the rate of work remains constant.",,,A,"If 12 workers can complete a task in 8 days, how many days will it take 16 workers to complete the same task?",6 days,10.67 days,,,,1300.0,,,"In direct and inverse proportion, forgets to find the value of k, and carries out calculations as though k were 1"
2353,,,Simplify surds,,,A,Simplify \(5 - \sqrt{9}\),2,-4,,,,1301.0,,,"When subtracting a surd from an integer, just subtracts the number under the surd from the integer"
2354,,,"Order the following fractions from smallest to largest: 1/2, 1/4, 2/5, 3/8",,,A,What is the correct order of the fractions from smallest to largest?,"1/4, 3/8, 1/2, 2/5","2/5, 1/2, 3/8, 1/4",,,,1305.0,,,believes that a fraction with the largest denominator will be smallest regardless of the numerator
2355,,,"Interpret the notation for the fraction 1/2, and its relationship to the equivalent decimal 0.5",,,A,What fraction is equivalent to the decimal 0.25?,1/4,2/5,,,,,,,Believes the numerator is the top of a fraction
2356,,,"Calculate the value of angles in a triangle, given that the angles on a straight line sum to 180°",,,A,"In the diagram, find the value of \(x\). ![A triangle with angles 60°, 70°, and x. It is shown that 60° and 70° are interior angles of the triangle and x is an exterior angle.]()",130°,110°,,,,1314.0,,,Only uses the closest angle to the unknown when using the angles in a straight line relationship
2357,,,"Calculate the area of a rectangle given its length and width, both rounded to the nearest whole number.",,,A,"A rectangle has a length of 8.7 cm and a width of 4.3 cm. Calculate the area of the rectangle, rounding your answer to the nearest whole number.",37 cm²,40 cm²,,,,1315.0,,,Rounds to the wrong degree of accuracy (nearest ten rather than nearest whole number)
2358,,,Calculate the volume of a rectangular prism with given dimensions.,,,A,"A rectangular prism has a length of 5.2 cm, a width of 3.7 cm, and a height of 2.4 cm. What is the volume of the prism?",46.224 cm<sup>3</sup>,"462.24 cm<sup>3</sup></Correct Answer>
<Misconception>Identifies wrong place value column after decimal point</Misconception>",,,,1317.0,,,Identifies wrong place value column after decimal point
2359,,,Simplify expressions involving surds,,,A,Simplify the expression \(3\sqrt{2} \times 5\sqrt{6}\),\(30\sqrt{3}\),\(\sqrt{180}\),,,,1323.0,,,"When multiplying surds in the form ✓a × b✓c, believes the answer is  ✓(abc)"
2360,,,Calculate the area of the square,,,A,What is the area of the square? ![A square with sides of 5cm],25 cm<sup>2</sup>,12.5 cm<sup>2</sup>,,,,1325.0,,,Has found area of triangle rather than area of square
2361,,,A back-to-back stem and leaf plot,,,A,What is the median value for the data set represented by the left side of the stem and leaf plot?,34,43,,,,1328.0,,,"When reading off from the left side of a back to back stem and leaf, mixes up the value of the leaf and the stem"
2362,,,Solve for \(x\) in the equation \(2x + 5 = x + 10\),,,A,What is the solution to the equation \(2x + 5 = x + 10\)?,\(x = 5\),\(x = 15\),,,,1330.0,,,Believes they can still have the variable on both sides when making it the subject
2363,,,"A quadrilateral with angles \(a\), \(b\), \(c\), and \(d\), where \(a = 70^\circ\), \(b = 110^\circ\), and \(c = 100^\circ\)",,,A,What is the measure of angle \(d\)?,\(80^\circ\),\(170^\circ\),,,,1331.0,,,Believes angles in a quadrilateral sum to 450 degrees
2364,,,"A cuboid has a length of 8cm, a width of 5cm and a height of 3cm",,,A,What is the volume of the cuboid in cm³?,120,1200,,,,1335.0,,,Believes volume of a cuboid is the area of the three unique faces multiplied together
2365,,,Solve the equation \(x^2 - 6x + 8 = 0\) by factoring,,,A,What are the solutions to the equation \(x^2 - 6x + 8 = 0\)?,\(x = 2\) or \(x = 4\),\(x = 2\) or \(x = -4\),,,,1337.0,,,Does not understand the phrase to the power of
2366,,,Calculate the time taken to travel a certain distance at a given speed.,,,A,A train travels 240 km at a speed of 60 km/h. How long does the journey take?,4 hours,4 hours and 0 minutes,,,,1339.0,,,Calculated the hours and minutes separately
2367,,,Calculate the percentage increase or decrease between two values,,,A,A shop sells a dress for $100. They reduce the price by 20%. What is the new price of the dress?,$80,$120,,,,1341.0,,,Multiplies instead of divides by 100 when converting a percentage to a decimal
2368,,,"Calculate the total cost of 3 items with prices 1.99, 2.50 and 0.75",,,A,What is the total cost of the 3 items?,5.24,5.22,,,,1342.0,,,"When adding decimals, does not keep place value the same as the original digits"
2369,,,Simplify the expression \( 2x(3x + 5) \),,,A,What is the simplified expression for \(2x(3x + 5)\) when \(x = 4\)?,104,22,,,,1343.0,,,"When substituting into an algebraic term, replaces variables with numbers without multiplying."
2370,,,Calculate the mean of a set of data.,,,A,"What is the mean of the following set of numbers: 12, 15, 18, 21, 24?",18,16,,,,1345.0,,,Inserts brackets but not changed order of operation
2371,,,Find the square of a two-digit number by using the algebraic expression \( (a + b)^2 = a^2 + 2ab + b^2 \),,,A,What is the square of 23?,529,29,,,,1346.0,,,Mixes up squaring with repeating a digit
2372,,,Construct the perpendicular bisector of a line segment AB,,,A,"What is the relationship between point C, the midpoint of AB, and the perpendicular bisector?",Point C lies on the perpendicular bisector,Point C is the center of a circle that intersects the perpendicular bisector,,,,1347.0,,,Believes a circle achieves what a perpendicular bisector does
2373,,,Identify congruent triangles from a given set of triangles.,,,A,"Which triangle is congruent to triangle ABC? ![A triangle labelled ABC with sides 5cm, 6cm and 7cm. Another triangle labelled DEF with sides 5cm, 7cm and 6cm.]()",Triangle DEF,None of the triangles are congruent to ABC,,,,1351.0,,,Does not know the meaning of congruent
2374,,,"A cumulative frequency table showing the heights of 100 students, with class intervals of 5cm, starting from 150cm",,,A,What is the estimated median height of the students?,162.5cm,160cm,,,,1352.0,,,Believes cumulative frequency is plotted at the midpoint of the class
2375,,,Determine whether the product of two numbers is even or odd.,,,A,Is the product of 7 and 11 even or odd?,Odd,Even,,,,1353.0,,,Believes two odd numbers multiply to give an even number
2376,,,Round the following number to the nearest hundred: 2345,,,A,Round 2345 to the nearest hundred.,2300,234,,,,1355.0,,,Removes a zero from within the digits when rounding
2377,,,Calculate the mean of a set of data,,,A,"The data set shows the ages of ten people: 12, 15, 18, 19, 20, 21, 22, 23, 24, 25. Calculate the mean age.",20.9,20.8,,,,1359.0,,,Does not know how to round up when a decimal place value column contains a 9
2378,,,Calculate the area of a rectangle using the grid method,,,A,"What is the area of this rectangle?  ![A rectangle on a grid, with width 3 squares and height 5 squares.]()",15,-2,,,,1366.0,,,Subtracts instead of multiplies when using grid method
2379,,,Two parallel lines intersected by a transversal,,,A,"If angle \(a\) is 60 degrees, what is the measure of angle \(d\)? ![Two parallel lines with a transversal. Angle a and d are on the same side of the transversal, but one is an interior angle and the other is an exterior angle.]()",120 degrees,60 degrees,,,,1368.0,,,Confuses parallel and transversal
2380,,,Calculate the diameter of a circle given its radius,,,A,A circle has a radius of 5 cm. What is the diameter of the circle?,10 cm,2.5 cm,,,,1369.0,,,Halves the radius to find the diameter
2381,,,A rectangular prism with dimensions 6 cm by 4 cm by 3 cm,,,A,What is the surface area of the prism?,108 cm<sup>2</sup>,96 cm<sup>2</sup>,,,,1372.0,,,Ordered from largest to smallest
2382,,,"A circle with center O and radius 5 cm. Point A lies on the circumference of the circle.  A sector of the circle is formed by the radius OA and another radius OB, with angle AOB = 60 degrees.",,,A,Calculate the area of the sector AOB.,13.09 cm² (to 2 decimal places),52.36 cm² (to 2 decimal places),,,,,,,Confuses the radius and theta when working with sectors
2383,,,Solve for the value of \(x\) in the equation \(x^2=25\),,,A,What is the value of \(x\)?,5,12.5,,,,1377.0,,,Square roots when asked for second multiple
2384,,,Calculate the volume of a cone,,,A,A cone has a radius of 5cm and a height of 12cm. Calculate its volume.,314.16 cm³,188.50 cm³,,,,1378.0,,,"When solving a problem using written division (bus-stop method), carries the wrong digit"
2385,,,"A straight line graph passing through the points (1, 3) and (4, 9)",,,A,What is the gradient of the line?,2,3,,,,1381.0,,,Believes the gradient is where the line intersects the y axis
2386,,,"Two similar triangles, one with sides of 4cm, 6cm, and 8cm, and the other with sides of 8cm, 12cm, and 16cm",,,A,What is the length scale factor from the smaller triangle to the larger triangle?,2,4,,,,1382.0,,,"When given two similar objects and asked to find the length scale factor, believes the length scale factor is the area scale factor"
2387,,,Draw a cube on isometric paper with side length 4cm,,,A,What is the length of the diagonal of the cube?,\( 4\sqrt{3} \ cm \),\( 4 \sqrt{2} \ cm \),,,,1385.0,,,Struggles to draw 3D shapes on isometric paper
2388,,,Draw a straight line graph with a gradient of 2 and a y-intercept of 3.,,,A,What is the equation of the straight line you have drawn?,y = 2x + 3,There is not enough information to write an equation.,,,,1390.0,,,Believes having the gradient and y-intercept is not enough information to write an equation for a straight line
2389,,,Plot a straight line on a graph given two sets of coordinates,,,A,"A straight line passes through the points \((2, 5)\) and \((4, 11)\). What is the y-intercept of the line?",\(1\),\(9\),,,,1391.0,,,Does not know how to find the y intercept when given two other sets of coordinates that lie on a straight line
2390,,,A rectangular prism with dimensions 3 units by 4 units by 5 units,,,A,What is the volume of the rectangular prism?,60 cubic units,36 cubic units,,,,1395.0,,,"When calculating volume expressed in cubes, counts the visible cubes only"
2391,,,"Reflect the point (3,4) in the x-axis.",,,A,What are the coordinates of the reflected point?,"(3,-4)","(4,-3)",,,,1397.0,,,Believes point will move diagonally when reflecting in a horizontal or vertical line
2392,,,A graph is drawn on a set of axes of the function \(y = sin(x)\),,,A,What is the value of y at \(x = \frac{\pi}{2}\) ?,1,0,,,,1401.0,,,Believes the sin graph relates to the cos function
2393,,,Multiply an integer by a decimal greater than 1,,,A,What is the result of 7 multiplied by 1.3?,9.1,8.3,,,,1404.0,,,"Believes that when multiplying an integer by a decimal greater than 1, you multiply by the integer component of the decimal but add on the decimal component multiplied by 10."
2394,,,"Calculate the volume of a cube, given the length of one side",,,A,What is the volume of a cube with sides of length 5cm?,125 cm<sup>3</sup>,25 cm<sup>3</sup>,,,,1405.0,,,Cannot accurately estimate capacity
2395,,,A histogram with a bar representing the number of students scoring between 50 and 60 marks in a test,,,A,How many students scored between 50 and 60 marks?,The height of the bar representing the 50-60 range,The width of the bar representing the 50-60 range,,,,1407.0,,,Confuses histograms with bar charts
2396,,,"A bag contains 5 red marbles, 3 blue marbles, and 2 green marbles. One marble is drawn at random from the bag.",,,A,What is the probability of drawing a red marble or a green marble?,7/10,1/5,,,,1409.0,,,Confuses 'and' with 'or' in probability
2397,,,"Graph the function \(y=f(x)\) and its reflection in the \(y\)-axis, \(y=f(-x)\)",,,A,"Given that \(f(x) = x^2 + 1\), what is the equation of the reflection of \(f(x)\) in the \(y\)-axis?",\(y=x^2 + 1\),\(y=-x^2 - 1\),,,,,,,Believes \(y=f(-x)\) is a reflection in \(y=x\)
2398,,,Simplify the following expression:  (-2)^3,,,A,What is the simplified form of (-2)^3?,-8,8,,,,1413.0,,,Assumes the negative sign in a power has no meaning
2399,,,A car accelerates uniformly from rest to 20 m/s over a distance of 100m.,,,A,What is the car's acceleration?,2 m/s²,20 m/s²,,,,,,,Believes instant change of velocity is possible.
2400,,,Calculate the volume of a rectangular prism using its dimensions,,,A,"A rectangular prism has a length of 5 cm, a width of 3 cm, and a height of 4 cm. What is the volume of the prism?",60 cubic centimeters,12 cubic centimeters,,,,1423.0,,,Struggles to estimate 3D volume
2401,,,Two lines intersecting at a point,,,A,"If angle \(A\) is 75 degrees, what is the measure of angle \(B\)? ![Two lines intersecting at a point, forming four angles labelled A, B, C, and D, with angle A being 75 degrees.]()",105 degrees,180 degrees,,,,1434.0,,,Believes any adjacent angles sum to 180 degrees
2402,,,Simplify the surd expressions below.,,,A,Simplify \(\sqrt{48} \div \sqrt{3}\),\(4\),\(16\),,,,1438.0,,,Believes division of surds always results in an integer
2403,,,Solve the following simultaneous equations.,,,A,"Solve for \(x\) and \(y\) in the following system of equations: 
  
  \(2x + 3y = 11\)
  
  \(x - 2y = -5\)","\(x = 1, y = 3\)","\(x = 2, y = 2.33\)",,,,1439.0,,,"When solving simultaneous equations, assumes every variable has equal value."
2404,,,"Calculate the value of a variable, given the value of a place value column in a decimal number",,,A,"What is the value of \(x\) in the number \(0.12x4\), if the value of the tenths column is 5?",\(x=5\),\(x=0.5\),,,,1441.0,,,"Thinks decimal place value works the same as integer place value, ones will follow tenths"
2405,,,Calculate the perimeter of a rectangle given its length and width.,,,A,A rectangle has a length of 8 cm and a width of 5 cm. What is the perimeter of the rectangle?,26 cm,13 cm,,,,1446.0,,,"When calculating perimeter, only adds two sides"
2406,,,Factorise a quadratic expression,,,A,What are the solutions to the equation \(x^2 + 7x + 12 = 0\)?,\(x = -3\) and \(x = -4\),\(x = 3\) and \(x = 4\),,,,1448.0,,,Believes the solutions of a quadratic equation are the negative of the absolute values of the constants in the factorised form
2407,,,Solve the equation \(x^3 = 8\),,,A,What is the value of \(x\)?,\(x = 2\),\(x = \sqrt{8}\),,,,1451.0,,,Assumes that the square root is the only type of root
2408,,,Solve the following simultaneous equations,,,A,"Solve for \(x\) and \(y\) in the following equations: 
$$2x + 3y = 11$$
$$x - y = 2$$","\(x = 3, y = 1\)","\(x = 2, y = 0\)",,,,1454.0,,,Believes they can eliminate a variable without making the coefficients the same in simultaneous equations
2409,,,A histogram showing the number of cars passing a certain point on a road in 1-minute intervals.,,,A,What is the frequency of cars passing the point in the interval 3-4 minutes?,10,5,,,,1462.0,,,Believes height represents frequency on a histogram
2410,,,Calculate the sum of two fractions with different denominators.,,,A,What is the sum of \( \frac{2}{3} \) and \( \frac{1}{4} \)?,\( \frac{11}{12} \),\( \frac{2}{12} \),,,,1463.0,,,"When adding fractions, adds the numerators and multiplies the denominators"
2411,,,"A bag contains 5 red balls, 3 blue balls, and 2 green balls. A ball is selected at random.",,,A,What is the probability of selecting a green ball?,2/10 or 1/5,2/7,,,,,,,Uses outcome as numerator in probability
2412,,,A builder needs to calculate the amount of concrete needed for a rectangular foundation.,,,A,"The foundation is 10 meters long, 5 meters wide, and 0.2 meters deep. How many tonnes of concrete are needed if 1 cubic meter of concrete weighs 2.4 tonnes?",12 tonnes,120 tonnes,,,,1466.0,,,Thinks there are 100kg in a ton
2413,,,Calculate the original value of a quantity after a percentage decrease.,,,A,A shop has reduced the price of a coat by 20%. The current price of the coat is £80. What was the original price of the coat?,£100,£400,,,,1472.0,,,"Believes that they can reverse a percentage decrease by dividing by the decimal multiplier of the percentage itself, not the multiplier for the percentage decrease."
2414,,,"A number line showing values from -5 to 5, with a point marked at -3",,,A,What is the position of the point marked on the number line?,-3,3,,,,1474.0,,,Forgets to add on the starting value when identifying a position on a number line
2415,,,Describe the transformation from \(y = f(x)\) to \(y = -f(x)\),,,A,What is the transformation of the graph \(y = \sin(x)\) to \(y = -\sin(x)\) ?,Reflection in the x-axis,Reflection in the y-axis,,,,1475.0,,,Believes y=f(-x) is reflection in the x-axis
2416,,,Calculate the area of a rectangle given its length and width,,,A,A rectangle has a length of 1.5 metres and a width of 60 centimetres. What is the area of the rectangle in square centimetres?,9000 square centimetres,90 square centimetres,,,,1476.0,,,Thinks 1 square metre = 1000 square centimetres
2417,,,Construct a scaled version of a rectangle with a scale factor of 2.5.,,,A,"If the original rectangle has a length of 4 cm and a width of 2 cm, what is the length of the scaled rectangle?",10 cm,1.6 cm,,,,1477.0,,,"When using a scale factor greater than 1, thinks you multiply by the scale factor to go from the larger to the smaller shape."
2418,,,A bag contains 5 red marbles and 3 blue marbles.,,,A,What fraction of the marbles in the bag are red?,5/8,1/5,,,,1478.0,,,"When expressing one quantity (x) as a fraction of another (y), believes the answer is 1/x."
2419,,,Calculate the area of a rectangle,,,A,What is the area of a rectangle with a length of 5.5 cm and a width of 4 cm?,22 cm²,22 cm,,,,1482.0,,,Believes you only need to multiply the integer by the integer in a integer x decimal calculation
2420,,,Round the number \(3.479\) to \(2\) decimal places,,,A,Round \(3.479\) to \(2\) decimal places.,\(3.48\),\(3.5\),,,,1485.0,,,"When given an error interval for a decimal that ends in a zero, thinks you give the error interval as if the zero was not present (e.g. 1dp rather than 2dp)"
2421,,,"A park ranger is trying to estimate the population of deer in a forest. He captures 50 deer, tags them, and releases them back into the forest. A week later, he captures another 40 deer, and finds that 10 of them are tagged.",,,A,"Using the capture-recapture method, what is the estimated population of deer in the forest?",200,30,,,,1486.0,,,"When using the capture-recapture method for sampling, believes you subtract the number marked second from the number caught second to find the best estimate of population size"
2422,,,"Calculate the mean, median, and mode of a given dataset.",,,A,"What is the mean of the following dataset: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 100?",11.8,1,,,,1489.0,,,"Believes an outlier is the smallest value in a data set, even if this value is close to the mean"
